Source;Word;Lemma_spacy;Article;Forms;Wortart;Genus;URL;nur_im_Plural;Case_spacy;Number_spacy;Degree_spacy;PronType_spacy;VerbForm_spacy;BUCHMEIER_rank;BUCHMEIER_freq;LEEDS_rank;LEEDS_freq;LEIPZIG_rank;HERMIT_rank;HERMIT_freq
BUCHMEIER,HERMIT,LEIPZIG;normalen;normalen;;;Verb;;;;;;;;Inf;4239.0;403.0;;;2686.0;4163.0;2196.0
BUCHMEIER,HERMIT,LEIPZIG;normaler;normaler;;;Substantiv;mask.;;;Nom;Sing;;;;5115.0;315.0;;;9221.0;4050.0;2258.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;normalerweise;normalerweise;;;Adverb;;https://www.dwds.de/wb/normalerweise;0.0;;;;;;2884.0;665.0;2431.0;29.91;4255.0;1831.0;6143.0
BUCHMEIER,HERMIT;normales;normal;;;Adjektiv;;;;Nom;Sing;Pos;;;4805.0;343.0;;;;4745.0;1852.0
BUCHMEIER,HERMIT;Norman;Norman;;;Substantiv;mask.;;;Nom;Sing;;;;7072.0;204.0;;;;3450.0;2765.0
BUCHMEIER,HERMIT;North;North;;;Substantiv;;;;Nom;Sing;;;;7763.0;180.0;;;;6382.0;1268.0
LEEDS,LEIPZIG;Norwegen;Norwegen;;;Substantiv;neut.;;;Nom;Sing;;;;;;4376.0;13.93;4216.0;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Not;Not;die;;Substantiv;fem.;https://www.dwds.de/wb/Not;0.0;Nom;Sing;;;;5653.0;274.0;1843.0;40.27;2766.0;3216.0;3019.0
B1,BUCHMEIER,HERMIT;Notaufnahme;Notaufnahme;die;;Substantiv;fem.;https://www.dwds.de/wb/Notaufnahme;0.0;Nom;Sing;;;;5787.0;266.0;;;;5245.0;1613.0
B1;Notausgang;Notausgang;der;;Substantiv;mask.;https://www.dwds.de/wb/Notausgang;0.0;Nom;Sing;;;;;;;;;;
A2,HERMIT,LEEDS,LEIPZIG;Note;Note;die;;Substantiv;fem.;https://www.dwds.de/wb/Note;0.0;Nom;Sing;;;;;;2218.0;33.05;9383.0;8129.0;924.0
BUCHMEIER,HERMIT,LEIPZIG;Noten;Note;;;Substantiv;fem.;;;Nom;Plur;;;;6192.0;244.0;;;6751.0;4970.0;1733.0
B1,BUCHMEIER,HERMIT;Notfall;Notfall;der;;Substantiv;mask.;https://www.dwds.de/wb/Notfall;0.0;Nom;Sing;;;;2959.0;646.0;;;;2554.0;4092.0
A2;notieren;notieren;;;Verb;;https://www.dwds.de/wb/notieren;0.0;;;;;Inf;;;;;;;
A2,BUCHMEIER,HERMIT,LEEDS;Notiz;Notiz;die;;Substantiv;fem.;https://www.dwds.de/wb/Notiz;0.0;Nom;Sing;;;;8637.0;156.0;4740.0;12.55;;8189.0;913.0
BUCHMEIER,HERMIT;Notizen;Notiz;;;Substantiv;fem.;;;Nom;Plur;;;;6598.0;224.0;;;;5472.0;1533.0
B1,BUCHMEIER,HERMIT;Notruf;Notruf;der;;Substantiv;mask.;https://www.dwds.de/wb/Notruf;0.0;Nom;Sing;;;;7592.0;185.0;;;;5350.0;1575.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;notwendig;notwendig;;;Adjektiv;;https://www.dwds.de/wb/notwendig;0.0;;;Pos;;;4049.0;430.0;413.0;176.13;1117.0;3623.0;2600.0
LEEDS,LEIPZIG;Notwendigkeit;Notwendigkeit;;;Substantiv;fem.;;;Nom;Sing;;;;;;1558.0;48.66;3123.0;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;November;November;der;;Substantiv;mask.;https://www.dwds.de/wb/November;0.0;Nom;Sing;;;;6665.0;221.0;544.0;132.9;514.0;5324.0;1586.0
BUCHMEIER,HERMIT;now;now;;;Substantiv;;;;Nom;Sing;;;;9111.0;146.0;;;;5432.0;1547.0
LEEDS,LEIPZIG;NRW;NRW;;;Substantiv;neut.;;;Nom;Sing;;;;;;3434.0;19.27;9206.0;;
BUCHMEIER,HERMIT;NSA;NSA;;;Substantiv;;;;Nom;Sing;;;;6840.0;213.0;;;;8835.0;822.0
A2,BW1;Nudel;Nudel;die;Nudeln;Substantiv;fem.;https://www.dwds.de/wb/Nudel;0.0;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Nudeln;nudeln;;;Substantiv;neut.;;;Nom;Sing;;;;5951.0;258.0;;;;7754.0;983.0
BUCHMEIER,LEIPZIG;Null;null;;;Numerale;;;;;;;;;4299.0;394.0;;;4912.0;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Nummer;Nummer;die;;Substantiv;fem.;https://www.dwds.de/wb/Nummer;0.0;Nom;Sing;;;;677.0;4220.0;1645.0;45.71;1441.0;621.0;24641.0
BUCHMEIER,HERMIT,LEIPZIG;Nummern;Nummer;;;Substantiv;fem.;;;Nom;Plur;;;;5457.0;287.0;;;8613.0;5625.0;1480.0
B1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;nun;nun;;;Adverb;;https://www.dwds.de/wb/nun#1;0.0;;;;;;203.0;16429.0;99.0;725.82;132.0;154.0;143552.0
LEEDS,LEIPZIG;nunmehr;nunmehr;;;Adverb;;;;;;;;;;;2278.0;32.21;2877.0;;
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;nur;nur;;;Adverb;;https://www.dwds.de/wb/nur;0.0;;;;;;52.0;80748.0;37.0;2502.81;50.0;43.0;564245.0
BW3;Nuss;Nuss;die;Nüsse, nussig;Substantiv;fem.;;;Nom;Sing;;;;;;;;;;
BUCHMEIER,HERMIT;Nutte;Nutte;;;Substantiv;fem.;;;Nom;Sing;;;;4125.0;418.0;;;;3641.0;2587.0
BUCHMEIER,HERMIT;Nutten;Nutt;;;Substantiv;fem.;;;Nom;Plur;;;;9618.0;136.0;;;;7477.0;1032.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;nutzen;nutzen;;;Verb;;https://www.dwds.de/wb/nutzen;0.0;;;;;Inf;2357.0;853.0;437.0;164.16;1021.0;1676.0;6904.0
LEEDS,LEIPZIG;Nutzer;Nutzer;;;Substantiv;;;;Nom;Sing;;;;;;2528.0;28.29;5858.0;;
BUCHMEIER,HERMIT;nutzlos;nutzlos;;;Adverb;;;;;;Pos;;;4472.0;375.0;;;;4810.0;1818.0
BUCHMEIER,HERMIT,LEIPZIG;nutzt;nutzen;;;Verb;;;;;Sing;;;Fin;5804.0;265.0;;;4273.0;4600.0;1920.0
LEEDS,LEIPZIG;Nutzung;Nutzung;;;Substantiv;fem.;;;Nom;Sing;;;;;;1199.0;63.0;2032.0;;
A1;nächst;nächst;;;Superlativ;;https://www.dwds.de/wb/n%C3%A4chst;0.0;;Sing;;;Fin;;;;;;;
A2,BUCHMEIER,BW3,HERMIT,LEIPZIG;Nächste;Nächster;der;;Substantiv;mask.;https://www.dwds.de/wb/N%C3%A4chste;0.0;Nom;Plur;;;;878.0;2847.0;;;1061.0;649.0;22714.0
BUCHMEIER,HERMIT,LEIPZIG;nächsten;nächster;;;Adjektiv;;;;Nom;Plur;Pos;;;719.0;3829.0;;;290.0;661.0;22247.0
BUCHMEIER,HERMIT,LEIPZIG;Nächster;nächster;;;Substantiv;mask.;;;Nom;;;;;6152.0;246.0;;;5995.0;3383.0;2849.0
BUCHMEIER,HERMIT,LEIPZIG;nächstes;nächster;;;Adjektiv;;;;Nom;Sing;Pos;;;1908.0;1105.0;;;6368.0;1139.0;10971.0
BUCHMEIER,HERMIT,LEIPZIG;Nächte;Nächte;;;Substantiv;fem.;;;Nom;Plur;;;;4533.0;368.0;;;9241.0;3875.0;2397.0
BUCHMEIER,HERMIT;Nägel;Nägel;;;Substantiv;;;;Nom;Sing;;;;8510.0;159.0;;;;6821.0;1158.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Nähe;Nähe;die;;Substantiv;fem.;https://www.dwds.de/wb/N%C3%A4he;0.0;Nom;Sing;;;;1066.0;2246.0;994.0;76.28;933.0;919.0;14368.0
B1,HERMIT;nähen;nähen;;;Verb;;https://www.dwds.de/wb/n%C3%A4hen;0.0;;Plur;;;Fin;;;;;;7947.0;950.0
BUCHMEIER,HERMIT,LEIPZIG;näher;nah;;;Adverb;;;;;;Cmp;;;1323.0;1698.0;;;1826.0;1169.0;10689.0
B1,BUCHMEIER,HERMIT,LEEDS;nähern;nähern;;;Verb;;https://www.dwds.de/wb/n%C3%A4hern;0.0;;;;;Inf;4842.0;340.0;2812.0;24.77;;3940.0;2348.0
BUCHMEIER,HERMIT,LEIPZIG;nähert;nähern;;;Verb;;;;;Sing;;;Fin;5827.0;264.0;;;9700.0;4729.0;1859.0
B1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;nämlich;nämlich;;;Konjunktion;;https://www.dwds.de/wb/n%C3%A4mlich#2;0.0;;;;;;1269.0;1810.0;391.0;185.44;448.0;1220.0;10147.0
BUCHMEIER,HERMIT;Nö;Nö;;;Andere;;;;;;;;;7228.0;199.0;;;;4902.0;1766.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;nördlich;nördlich;;;Adverb;;;;;;Pos;;;9112.0;146.0;3230.0;20.77;4888.0;7618.0;1005.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;nötig;nötig;;;Adjektiv;;https://www.dwds.de/wb/n%C3%B6tig;0.0;;;Pos;;;1159.0;2029.0;805.0;93.26;1242.0;907.0;14694.0
HERMIT,LEIPZIG;nötige;nötig;;;Adjektiv;;;;Nom;Plur;Pos;;;;;;;5549.0;7970.0;946.0
BUCHMEIER,HERMIT,LEIPZIG;nötigen;nötigen;;;Verb;;;;;Plur;;;Fin;9027.0;148.0;;;4915.0;8587.0;857.0
BUCHMEIER,HERMIT;nüchtern;nüchtern;;;Adverb;;;;;;Pos;;;6087.0;250.0;;;;5559.0;1502.0
LEEDS,LEIPZIG;Nürnberg;Nürnberg;;;Substantiv;neut.;;;Nom;Sing;;;;;;3280.0;20.34;2023.0;;
BUCHMEIER,HERMIT;Nüsse;Nüs;;;Substantiv;neut.;;;Nom;Plur;;;;6886.0;211.0;;;;8049.0;935.0
B1,BUCHMEIER,HERMIT,LEEDS;nützen;nützen;;;Verb;;https://www.dwds.de/wb/n%C3%BCtzen;0.0;;;;;Inf;7965.0;174.0;3524.0;18.61;;7276.0;1067.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;nützlich;nützlich;;;Adjektiv;;https://www.dwds.de/wb/n%C3%BCtzlich;0.0;;;Pos;;;4196.0;409.0;2427.0;29.93;9930.0;3513.0;2703.0
BUCHMEIER,HERMIT,LEIPZIG;nützt;nützen;;;Verb;;;;;Sing;;;Fin;5114.0;315.0;;;8924.0;4724.0;1862.0
B1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;ob;ob;;;Konjunktion;;https://www.dwds.de/wb/ob#1;0.0;;;;;;238.0;13780.0;126.0;556.8;180.0;195.0;97001.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;oben;oben;;;Adverb;;https://www.dwds.de/wb/oben;0.0;;;;;;590.0;4973.0;361.0;195.6;868.0;474.0;34115.0
B1,HERMIT,LEEDS;Ober;Ober;der;;Substantiv;mask.;https://www.dwds.de/wb/Ober#1;0.0;Acc;Sing;;;;;;1618.0;46.36;;9420.0;758.0
BUCHMEIER,HERMIT,LEIPZIG;oberen;oberen;;;Verb;;;;;;;;Inf;8286.0;165.0;;;4731.0;7544.0;1018.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Oberfläche;Oberfläche;;;Substantiv;fem.;;;Nom;Sing;;;;5540.0;281.0;2850.0;24.33;4002.0;5010.0;1719.0
B1;Obers;Ober;das;;Substantiv;;https://www.dwds.de/wb/Obers;0.0;;;;;;;;;;;;
BUCHMEIER,HERMIT,LEEDS;Oberst;Oberst;;;Substantiv;mask.;;;Nom;Sing;;;;4073.0;426.0;4671.0;12.8;;2745.0;3712.0
HERMIT,LEIPZIG;oberste;oberer;;;Adjektiv;;;;Nom;Sing;Sup;;;;;;;6910.0;7176.0;1086.0
HERMIT,LEIPZIG;obersten;obersen;;;Verb;;;;;Plur;;;Fin;;;;;6471.0;8124.0;924.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Objekt;Objekt;;;Substantiv;neut.;;;Nom;Sing;;;;5441.0;288.0;1284.0;58.95;2458.0;5101.0;1674.0
HERMIT,LEIPZIG;Objekte;Objekt;;;Substantiv;neut.;;;Nom;Plur;;;;;;;;2162.0;9475.0;752.0
A1,BUCHMEIER,BW3,HERMIT,LEIPZIG;Obst;Obst;das;;Substantiv;neut.;https://www.dwds.de/wb/Obst;0.0;Nom;Sing;;;;9722.0;134.0;;;8482.0;7235.0;1076.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;obwohl;obwohl;;;Konjunktion;;https://www.dwds.de/wb/obwohl;0.0;;;;;;1702.0;1255.0;386.0;186.17;661.0;946.0;13796.0
BUCHMEIER,HERMIT;Och;Och;;;Substantiv;mask.;;;Nom;Sing;;;;9065.0;147.0;;;;6952.0;1128.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;oder;oder;;;Konjunktion;;https://www.dwds.de/wb/oder;0.0;;;;;;86.0;45933.0;31.0;2854.77;51.0;72.0;341214.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;of;of;;;Substantiv;;;;;;;;;1483.0;1479.0;197.0;340.41;1170.0;1331.0;9163.0
B1,BUCHMEIER,HERMIT;Ofen;Ofen;der;;Substantiv;;https://www.dwds.de/wb/Ofen;0.0;;;;;;6191.0;244.0;;;;4779.0;1836.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;offen;offen;;;Adjektiv;;https://www.dwds.de/wb/offen;0.0;;;Pos;;;1290.0;1766.0;403.0;180.83;908.0;1009.0;12623.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;offenbar;offenbar;;;Adjektiv;;https://www.dwds.de/wb/offenbar;0.0;;;Pos;;;3383.0;543.0;958.0;78.96;492.0;1643.0;7061.0
BUCHMEIER,HERMIT,LEIPZIG;offene;offen;;;Adjektiv;;;;Nom;Sing;Pos;;;7630.0;184.0;;;2776.0;5916.0;1393.0
BUCHMEIER,HERMIT,LEIPZIG;offenen;offen;;;Adjektiv;;;;Nom;Plur;Pos;;;6563.0;226.0;;;2150.0;5161.0;1646.0
LEEDS,LEIPZIG;Offenheit;Offenheit;;;Substantiv;fem.;;;Nom;Sing;;;;;;4883.0;12.0;7772.0;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;offensichtlich;offensichtlich;;;Adverb;;;;;;Pos;;;1955.0;1074.0;928.0;81.74;1479.0;1235.0;9998.0
BUCHMEIER,HERMIT;Officer;Officer;;;Andere;;;;;;;;;2390.0;833.0;;;;1981.0;5576.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;offiziell;offiziell;;;Adjektiv;;https://www.dwds.de/wb/offiziell;0.0;;;Pos;;;3891.0;452.0;820.0;91.01;1876.0;2601.0;3977.0
BUCHMEIER,HERMIT,LEIPZIG;offizielle;offiziell;;;Adjektiv;;;;Nom;Sing;Pos;;;7167.0;201.0;;;3358.0;6037.0;1362.0
HERMIT,LEIPZIG;offiziellen;offiziell;;;Adjektiv;;;;Gen;Sing;Pos;;;;;;;2263.0;9701.0;731.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Offizier;Offizier;;;Substantiv;mask.;;;Nom;Sing;;;;3872.0;454.0;3101.0;21.96;8352.0;2858.0;3502.0
BUCHMEIER,HERMIT,LEIPZIG;Offiziere;Offizier;;;Substantiv;mask.;;;Nom;Plur;;;;9357.0;141.0;;;7088.0;6136.0;1336.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;oft;oft;;;Adverb;;https://www.dwds.de/wb/oft;0.0;;;;;;662.0;4344.0;221.0;310.39;360.0;581.0;26820.0
LEEDS,LEIPZIG;oftmals;oftmals;;;Adverb;;;;;;;;;;;2578.0;27.73;5997.0;;
BUCHMEIER,HERMIT,LEEDS;Oh;Oh;;;Substantiv;;;;Nom;Sing;;;;85.0;45987.0;2573.0;27.78;;84.0;284455.0
BUCHMEIER,HERMIT;Ohh;Ohh;;;Andere;;;;;;;;;5774.0;267.0;;;;9738.0;726.0
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;ohne;ohne;;;Präposition;;https://www.dwds.de/wb/ohne;0.0;;;;;;278.0;11375.0;98.0;730.13;128.0;212.0;88934.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ohnehin;ohnehin;;;Adverb;;;;;;;;;6476.0;230.0;1672.0;44.78;980.0;6070.0;1352.0
BUCHMEIER,HERMIT;Ohnmacht;Ohnmacht;;;Substantiv;fem.;;;Nom;Sing;;;;8738.0;154.0;;;;9956.0;704.0
BUCHMEIER,HERMIT;ohnmächtig;ohnmächtig;;;Adverb;;;;;;Pos;;;5019.0;324.0;;;;4437.0;2028.0
A2,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Ohr;Ohr;das;;Substantiv;neut.;https://www.dwds.de/wb/Ohr;0.0;Nom;Sing;;;;2600.0;754.0;1639.0;45.82;5187.0;2247.0;4773.0
BUCHMEIER,HERMIT,LEIPZIG;Ohren;Ohr;;;Substantiv;neut.;;;Nom;Plur;;;;1879.0;1134.0;;;3491.0;1647.0;7042.0
BUCHMEIER,HERMIT;Oje;Oje;;;Substantiv;;;;;;;;;6690.0;220.0;;;;4881.0;1774.0
BUCHMEIER,HERMIT,LEEDS;Ok;Ok;;;Verb;;;;;Sing;;;;290.0;10994.0;4302.0;14.24;;150.0;147191.0
BUCHMEIER,HERMIT;Okay;Okay;;;Substantiv;mask.;;;Nom;Sing;;;;190.0;17417.0;;;;118.0;196683.0
A1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Oktober;Oktober;der;;Substantiv;mask.;https://www.dwds.de/wb/Oktober;0.0;Nom;Sing;;;;5852.0;263.0;464.0;154.94;450.0;4967.0;1735.0
LEEDS,LEIPZIG;OLG;OLG;;;Substantiv;fem.;;;Nom;Sing;;;;;;4787.0;12.34;8462.0;;
HERMIT,LEIPZIG;Olga;olga;;;Substantiv;fem.;;;Nom;Sing;;;;;;;;9078.0;9750.0;725.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Oliver;Oliver;;;Substantiv;;;;Nom;Sing;;;;3829.0;459.0;4431.0;13.71;7528.0;2244.0;4779.0
BUCHMEIER,HERMIT;Olivia;Olivia;;;Substantiv;;;;Nom;Sing;;;;7563.0;186.0;;;;3705.0;2532.0
BUCHMEIER,HERMIT;Ollie;Ollie;;;Substantiv;fem.;;;Nom;Sing;;;;7111.0;203.0;;;;8004.0;942.0
A1,BUCHMEIER,HERMIT;Oma;Oma;die;;Substantiv;;https://www.dwds.de/wb/Oma;0.0;;;;;;2347.0;859.0;;;;1662.0;6985.0
BUCHMEIER,HERMIT;Omar;Omar;;;Substantiv;mask.;;;Nom;Sing;;;;6205.0;243.0;;;;7252.0;1071.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;on;on;;;Andere;;;;;;;;;3475.0;526.0;983.0;76.86;7173.0;2427.0;4352.0
BUCHMEIER,HERMIT,LEEDS;One;One;;;Substantiv;neut.;;;Nom;Sing;;;;5183.0;309.0;4845.0;12.11;;3416.0;2806.0
B1,BUCHMEIER,BW1,HERMIT,LEEDS,LEIPZIG;Onkel;Onkel;der;;Substantiv;mask.;https://www.dwds.de/wb/Onkel#1;0.0;Nom;Sing;;;;902.0;2781.0;4085.0;15.25;6958.0;740.0;18581.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;online;online;;;Adverb;;https://www.dwds.de/wb/online;0.0;;;;;;6028.0;253.0;2134.0;34.75;6309.0;4159.0;2198.0
BUCHMEIER,HERMIT;Ooh;Ooh;;;Andere;;;;;;;;;4430.0;379.0;;;;5082.0;1686.0
BUCHMEIER,HERMIT;OP;OP;;;Substantiv;;;;Nom;Sing;;;;4976.0;328.0;;;;3359.0;2866.0
A1,BUCHMEIER,HERMIT;Opa;Opa;der;;Substantiv;;https://www.dwds.de/wb/Opa;0.0;;;;;;2331.0;866.0;;;;2021.0;5423.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Oper;Oper;die;;Substantiv;fem.;https://www.dwds.de/wb/Oper;0.0;Nom;Sing;;;;7446.0;190.0;3705.0;17.4;2818.0;5603.0;1485.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Operation;Operation;die;;Substantiv;fem.;https://www.dwds.de/wb/Operation;0.0;Nom;Sing;;;;1515.0;1438.0;2092.0;35.57;3581.0;1705.0;6736.0
BUCHMEIER,HERMIT,LEIPZIG;Operationen;Operation;;;Substantiv;fem.;;;Nom;Plur;;;;6987.0;207.0;;;6604.0;7779.0;978.0
B1,BUCHMEIER,HERMIT,LEEDS;operieren;operieren;;;Verb;;https://www.dwds.de/wb/operieren;0.0;;;;;Inf;7110.0;203.0;4997.0;11.65;;5412.0;1554.0
BUCHMEIER,HERMIT,LEIPZIG;operiert;operieren;;;Verb;;;;;Sing;;;Fin;5580.0;279.0;;;8195.0;5383.0;1562.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Opfer;Opfer;das;;Substantiv;neut.;https://www.dwds.de/wb/Opfer;0.0;Nom;Sing;;;;1228.0;1876.0;720.0;103.21;608.0;791.0;17150.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;opfern;opfern;;;Verb;;;;;;;;Inf;4701.0;352.0;4668.0;12.81;4735.0;3135.0;3113.0
BUCHMEIER,HERMIT;Opfers;Opfer;;;Substantiv;;;;Nom;Sing;;;;9356.0;141.0;;;;4969.0;1733.0
LEEDS,LEIPZIG;Opposition;Opposition;;;Substantiv;fem.;;;Nom;Sing;;;;;;1906.0;38.88;1058.0;;
LEEDS,LEIPZIG;optimal;optimal;;;Adverb;;;;;;Pos;;;;;2305.0;31.77;7572.0;;
B1,LEEDS,LEIPZIG;optimistisch;optimistisch;;;Adjektiv;;https://www.dwds.de/wb/optimistisch;0.0;;;Pos;;;;;4993.0;11.67;3613.0;;
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Option;Option;;;Substantiv;fem.;;;Nom;Sing;;;;8073.0;171.0;2124.0;34.98;4357.0;5889.0;1402.0
BUCHMEIER,HERMIT,LEIPZIG;Optionen;Option;;;Substantiv;fem.;;;Nom;Plur;;;;9026.0;148.0;;;7725.0;7229.0;1077.0
HERMIT,LEEDS;or;or;;;Andere;;;;;;;;;;;2921.0;23.55;;9526.0;747.0
A2,BUCHMEIER,HERMIT;Orange;Orang;die;;Substantiv;fem.;https://www.dwds.de/wb/Orange#1;0.0;Nom;Plur;;;;7304.0;196.0;;;;6022.0;1367.0
BUCHMEIER,HERMIT;Orbit;orbit;;;Substantiv;neut.;;;Nom;Sing;;;;8211.0;167.0;;;;9166.0;785.0
B1,HERMIT,LEEDS,LEIPZIG;Orchester;Orchester;das;;Substantiv;neut.;https://www.dwds.de/wb/Orchester;0.0;Nom;Sing;;;;;;4625.0;13.01;3835.0;9343.0;766.0
BUCHMEIER,HERMIT,LEIPZIG;Orden;Orden;;;Substantiv;mask.;;;Nom;Plur;;;;7468.0;189.0;;;9809.0;6072.0;1351.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;ordentlich;ordentlich;;;Adjektiv;;https://www.dwds.de/wb/ordentlich;0.0;;;Pos;;;4919.0;333.0;2418.0;30.02;6672.0;3937.0;2351.0
B1;Ordination;Ordination;die;;Substantiv;fem.;https://www.dwds.de/wb/Ordination;0.0;Nom;Sing;;;;;;;;;;
B1,LEEDS,LEIPZIG;ordnen;ordnen;;;Verb;;https://www.dwds.de/wb/ordnen;0.0;;;;;Inf;;;3398.0;19.48;7093.0;;
B1;Ordner;Ordn;der;;Substantiv;mask.;https://www.dwds.de/wb/Ordner;0.0;Nom;Plur;;;;;;;;;;
A1,BUCHMEIER,BW3,HERMIT,LEEDS,LEIPZIG;Ordnung;Ordnung;die;ordentlich;Substantiv;fem.;https://www.dwds.de/wb/Ordnung;0.0;Nom;Sing;;;;241.0;13675.0;944.0;79.82;1552.0;240.0;76635.0
BUCHMEIER,HERMIT,LEIPZIG;Organe;Organe;;;Substantiv;fem.;;;Nom;Sing;;;;7825.0;178.0;;;8817.0;7008.0;1116.0
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Organisation;Organisation;die;;Substantiv;fem.;https://www.dwds.de/wb/Organisation;0.0;Nom;Sing;;;;3813.0;461.0;513.0;142.06;1150.0;3587.0;2632.0
A2,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;organisieren;organisieren;;;Verb;;https://www.dwds.de/wb/organisieren;0.0;;;;;Inf;6617.0;223.0;1036.0;73.18;4377.0;5817.0;1425.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;organisiert;organisieren;;;Verb;;;;;;;;Part;6320.0;237.0;2820.0;24.68;2308.0;5118.0;1663.0
LEEDS,LEIPZIG;orientieren;orientieren;;;Verb;;;;;Plur;;;Fin;;;1938.0;38.46;5316.0;;
LEEDS,LEIPZIG;Orientierung;Orientierung;;;Substantiv;fem.;;;Nom;Sing;;;;;;2632.0;26.98;5994.0;;
B1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Original;Original;das;;Substantiv;neut.;https://www.dwds.de/wb/Original;0.0;Nom;Sing;;;;4927.0;332.0;3179.0;21.15;6308.0;3596.0;2623.0
BUCHMEIER,HERMIT;Orleans;Orlean;;;Substantiv;neut.;;;Gen;Sing;;;;7369.0;193.0;;;;5221.0;1624.0
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Ort;Ort;der;;Substantiv;mask.;https://www.dwds.de/wb/Ort#1;0.0;Nom;Sing;;;;572.0;5185.0;394.0;184.46;838.0;528.0;30562.0
BUCHMEIER,HERMIT,LEIPZIG;Orte;Ort;;;Substantiv;mask.;;;Nom;Plur;;;;5268.0;302.0;;;5463.0;4320.0;2092.0
BUCHMEIER,HERMIT,LEIPZIG;Orten;Ort;;;Substantiv;mask.;;;Dat;Plur;;;;6644.0;222.0;;;4963.0;4009.0;2289.0
BUCHMEIER,HERMIT;Oscar;Oscar;;;Substantiv;mask.;;;Nom;Sing;;;;6954.0;208.0;;;;3820.0;2441.0
BUCHMEIER,HERMIT,LEIPZIG;Oskar;Oskar;;;Substantiv;mask.;;;Nom;Sing;;;;6450.0;231.0;;;9276.0;7327.0;1059.0
LEEDS,LEIPZIG;Ost;Ost;;;Substantiv;;;;Nom;Sing;;;;;;4526.0;13.38;3749.0;;
A1,BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Osten;Osten;der;;Substantiv;mask.;https://www.dwds.de/wb/Osten;0.0;Nom;Sing;;;;3170.0;592.0;1145.0;65.9;777.0;3086.0;3186.0
BW3,LEIPZIG;Ostern;ostern;das;;Substantiv;neut.;;;Nom;Sing;;;;;;;;7516.0;;
LEEDS,LEIPZIG;Osteuropa;Osteuropa;;;Substantiv;neut.;;;Nom;Sing;;;;;;3847.0;16.55;3164.0;;
B1,LEIPZIG;Ostsee;Ostsee;die;;Substantiv;fem.;https://www.dwds.de/wb/Ostsee;0.0;Nom;Sing;;;;;;;;8855.0;;
BUCHMEIER,HERMIT;Oswald;Oswald;;;Substantiv;mask.;;;Nom;Sing;;;;8431.0;161.0;;;;9415.0;758.0
BUCHMEIER,HERMIT,LEEDS,LEIPZIG;Otto;Otto;;;Substantiv;mask.;;;Nom;Sing;;;;6825.0;214.0;2636.0;26.93;3071.0;4380.0;2060.0
